system:index,Aspect,Curvature,Elevation,Extent,Geology,Name,Slope,b1,descriptio,layer,.geo
000000000000000000ab_0,272.81709798,2.89039984E8,4543.7653537,Sikkim,GHS paro,Rock fall,34.679422802,783.4101187846318,,Highlands_slides Highlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.77600795311172,27.42107404774839]}"
000000000000000000ac_0,286.24936591,7.9620184111E7,4499.6171875,Sikkim,GHS paro,Rock fall,40.304924859,783.4101187846318,,Highlands_slides Highlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.77600795311172,27.42107404774839]}"
000000000000000000ad_0,286.24936591,7.9620184111E7,4499.6171875,Sikkim,GHS paro,Rock fall,40.304924859,783.4101187846318,,Highlands_slides Highlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.77600795311172,27.42107404774839]}"
000000000000000000b0_0,245.09909566,-3.44688E7,4545.7160373,Sikkim,GHS paro,Rock fall,45.454026116,783.4101187846318,,Highlands_slides Highlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.77600795311172,27.42107404774839]}"
000000000000000000b8_0,95.556522793,9.8050225278E7,4522.6388889,,GHS paro,Rock fall,39.986954159,751.099372977158,,Highlands_slides Highlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.82092371731768,27.42107404774839]}"
00000000000000000077_0,151.46776157,-1.2040789111E7,4077.5308431,East Sikkim,GHS paro,Rock fall/debris flow,41.875058916,860.7224581009941,,Highlands_slides Highlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.82092371731768,27.376158283542416]}"
000000000000000000ae_0,292.84095256,5.4642675111E7,4558.79324,Sikkim,GHS paro,Rock fall/debris flow,40.755428738,783.4101187846318,,Highlands_slides Highlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.77600795311172,27.42107404774839]}"
000000000000000000af_0,282.6970893,-1.1714670756E8,4544.7098524,Sikkim,GHS paro,Rock fall/debris flow,35.739578671,783.4101187846318,,Highlands_slides Highlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.77600795311172,27.42107404774839]}"
0000000000000000005d_0,162.3387129,2.1627713022E8,4649.54324,East Sikkim,GHS paro,Rock slide,21.450714005,751.099372977158,,Highlands_slides Highlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.82092371731768,27.42107404774839]}"
00000000000000000079_0,184.78143989,1.4298617956E8,4294.7654622,East Sikkim,GHS paro,Rock slide,42.423526764,847.0706128914608,Dipslope,Highlands_slides Highlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.86583948152366,27.376158283542416]}"
0000000000000000007d_0,153.98754671,2.6419380978E8,4133.2345378,East Sikkim,GHS paro,Rock slide,17.193477419,1111.18768097664,,Highlands_slides Highlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.86583948152366,27.286326755130464]}"
0000000000000000005f_0,201.18377177,1.0178685578E8,4434.3024631,East Sikkim,GHS paro,Rock slide - debris flow,34.575924555,783.4101187846318,,Highlands_slides Highlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.77600795311172,27.42107404774839]}"
